,date,closed_price_yesterday,open_price_today,highest_price_today,lowest_price_today,closed_price_today,trade_volume,trade_amount,day_slope
38,20050308,863.704,867.834,876.878,863.596,876.344,5257464.0,3158969.746,0.7608888817592336
39,20050309,876.344,878.358,880.494,867.065,869.403,6973993.0,3872790.925,0.5002804043373061
40,20050310,869.403,869.024,869.099,850.038,851.531,5591643.0,2948232.889,0.6350540423599993
41,20050311,851.531,850.907,857.271,847.811,853.898,4661695.0,2669410.222,0.6387328009103408
42,20050314,853.898,853.355,865.822,844.176,857.614,5537534.0,3548545.136,1.0112735287213503
43,20050315,857.614,857.337,857.625,839.446,840.955,4667624.0,2752373.557,0.8813964996947448
44,20050316,840.955,839.601,840.592,829.399,832.823,3904396.0,2322844.904,0.8569765706687988
45,20050317,832.823,833.711,835.686,826.157,826.683,3483096.0,2038527.363,0.9369244866680653
46,20050318,826.683,826.057,830.198,818.8,821.028,3402967.0,1958062.392,1.005481131827299
47,20050321,821.028,820.421,825.855,818.27,823.129,2710832.0,1452285.477,0.9697493561807473
48,20050322,823.129,822.609,823.225,805.505,808.104,4212965.0,2181712.034,0.9807871507109134
49,20050323,808.104,806.404,812.283,798.005,801.981,4033777.0,2284393.0,0.9867766033484262
50,20050324,801.981,800.805,808.873,795.84,808.18,3680114.0,2103397.032,0.9918557340026961
51,20050325,808.18,807.654,810.452,802.61,806.425,2741211.0,1407812.741,0.9918476207893301
52,20050328,806.425,805.41,805.905,795.463,805.556,2199636.0,1257124.87,1.006743120158749
53,20050329,805.556,805.477,812.33,802.13,802.739,2791488.0,1578168.399,1.0065439211611684
54,20050330,802.739,800.961,800.961,790.192,790.58,3389530.0,1859165.192,1.0188031697617346
55,20050331,790.58,788.006,795.792,783.982,795.667,3299892.0,1708517.954,1.0325387492645488
56,20050401,795.667,794.95,834.557,791.097,822.91,7201383.0,3846584.065,1.0433271598045462
57,20050404,822.91,814.585,818.799,805.846,808.591,4581910.0,2565520.008,0.9870087210056218
58,20050405,808.591,806.509,813.883,800.089,801.885,4022176.0,2280359.972,0.9657531140520761
59,20050406,801.885,800.891,820.859,796.365,816.879,5417600.0,3158757.925,0.9408858318357511
60,20050407,816.879,819.034,840.371,815.216,824.609,8194266.0,4802386.564,0.9568775712879916
61,20050408,824.609,824.321,838.508,818.902,838.056,4854740.0,2901295.463,0.921965546486283
62,20050411,838.056,838.29,841.643,827.799,830.908,5495105.0,3185414.623,0.8478145419608571
63,20050412,830.908,828.413,830.278,817.889,818.467,3213688.0,1780077.799,0.8824329402896467
64,20050413,818.467,826.907,842.477,826.907,835.628,5734974.0,3142352.562,0.8618050563629875
65,20050414,835.628,840.241,841.171,825.38,826.005,4631111.0,2517325.21,0.9230626899418173
66,20050415,826.005,822.127,822.127,814.976,817.094,3656982.0,2112808.199,0.9493909111958949
67,20050418,817.094,814.551,815.472,803.234,806.389,3618395.0,2095877.353,0.931988756015893
68,20050419,806.389,805.523,811.066,802.589,809.361,3609092.0,2113496.998,0.9396125495241705
69,20050420,809.361,808.621,808.621,793.902,798.517,2911894.0,1567213.79,0.9450247059459
70,20050421,798.517,796.117,803.413,790.104,793.445,3720094.0,2049040.846,0.9350893497254518
71,20050422,793.445,792.201,800.164,791.636,794.819,3721833.0,2098667.955,0.9065743560966952
72,20050425,794.819,792.944,794.457,783.598,790.749,4026407.0,1975297.91,0.9548789778971427
73,20050426,790.749,789.887,797.697,784.932,792.303,3810025.0,1954558.773,0.9527261564951086
74,20050427,792.303,790.471,791.224,781.946,782.432,4126604.0,2187345.876,0.9728706863770071
75,20050428,782.432,779.699,797.743,773.383,793.878,5350775.0,2886503.387,1.0912801975909066
76,20050429,793.878,793.452,798.212,786.392,789.732,4109545.0,2238532.62,1.0184375701198825
77,20050509,789.732,790.825,795.092,775.321,775.321,3032140.0,1590645.28,1.03347407665761
78,20050510,775.321,772.609,780.078,764.848,779.099,4223893.0,2392585.44,0.9970375864167753
79,20050511,779.099,778.275,782.214,770.085,771.586,3105299.0,1690750.284,0.9789595094973667
80,20050512,771.586,770.818,771.573,753.573,753.875,4285749.0,2481779.328,0.9500496961180662
81,20050513,753.875,752.323,768.403,749.838,757.304,4818310.0,2343460.972,0.9388157194621467
82,20050516,757.304,754.779,756.622,742.409,747.871,3262005.0,1722534.602,0.914324592273541
83,20050517,747.871,745.846,757.878,741.83,750.711,3157596.0,1513152.159,0.8972496391439826
84,20050518,750.711,751.56,760.535,743.895,752.662,2943064.0,1651839.058,0.8656632452324988
85,20050519,752.662,752.981,757.737,742.781,754.785,3475075.0,1664489.408,0.8990452235769455
86,20050520,754.785,754.165,760.016,749.711,753.071,2956331.0,1410323.55,0.8993749431449887
87,20050523,753.071,749.827,749.827,736.469,737.741,2602150.0,1268098.676,0.9501583805852647
88,20050524,737.741,734.533,740.233,726.274,737.35,3870226.0,1786858.175,0.9475259862806942
89,20050525,737.35,737.121,744.515,731.725,737.538,2507115.0,1217550.315,0.9373140871796846
90,20050526,737.538,737.098,741.355,727.238,728.697,2354867.0,1137997.125,0.9979119962695275
91,20050527,728.697,726.94,736.159,723.321,724.522,3337227.0,1624355.385,0.9954165272689384
92,20050530,724.522,723.104,731.859,717.823,729.067,2508439.0,1183167.255,1.0299155185894175
93,20050531,729.067,729.887,737.944,728.448,730.997,2920559.0,1367840.958,1.0596984267951397
94,20050601,730.997,730.121,735.559,717.68,719.025,2999512.0,1469356.808,1.0320036210657015
95,20050602,719.025,716.797,718.507,697.015,701.373,4256310.0,2100347.02,1.0337180175900675
96,20050603,701.373,699.419,706.879,693.553,700.434,3341607.0,1618448.883,0.972146738298612
97,20050606,700.434,699.266,717.283,693.528,717.213,3560221.0,1666013.658,0.9620681956570589
98,20050607,717.213,718.397,731.749,712.135,713.62,4671384.0,2291755.842,0.9276268875476017
99,20050608,713.62,729.805,775.001,720.397,772.134,14244825.0,7039428.484,0.8908720174541944
100,20050609,772.134,774.301,790.391,762.372,778.577,14480813.0,7174503.169,0.8627117261931594
101,20050610,778.577,777.98,777.98,761.977,766.663,10095507.0,5267284.016,0.96650032458736
102,20050613,766.663,762.001,765.596,747.419,759.917,6756939.0,3304680.389,0.9432824907424697
103,20050614,759.917,761.982,772.858,753.852,754.548,6257422.0,3217174.393,0.946855438454687
104,20050615,754.548,752.296,754.463,743.55,745.216,4724394.0,2490159.628,0.9663176776595681
105,20050616,745.216,745.202,757.872,742.96,757.392,5083836.0,2795728.477,0.9546275966694542
106,20050617,757.392,761.093,765.334,756.189,762.178,6396261.0,3399416.239,0.9806451571850738
107,20050620,762.178,764.102,781.812,759.338,780.291,8045943.0,3592672.006,0.928493163729676
108,20050621,780.291,779.887,779.887,769.307,770.295,4617271.0,2068236.181,0.977087155500624
109,20050622,770.295,768.017,774.528,766.027,774.15,4022904.0,1884644.597,0.932282647006196
110,20050623,774.15,773.584,776.209,767.746,768.331,3173398.0,1525477.706,0.9017862051972383
111,20050624,768.331,766.598,772.704,764.424,772.319,3815350.0,1700632.995,0.8697361733305766
112,20050627,772.319,776.596,786.482,776.596,782.382,6072547.0,2855106.902,0.8427086421060253
113,20050628,782.382,779.685,779.685,773.383,775.634,3609530.0,1573392.598,0.8403913985240075
114,20050629,775.634,782.567,782.879,771.423,772.02,5250680.0,2508147.349,0.8074939211795948
115,20050630,772.02,770.961,770.961,755.886,758.717,4295351.0,1894108.359,0.7159873449296956
116,20050701,758.717,756.24,756.24,746.743,748.046,3281977.0,1652947.994,0.604092626011488
117,20050704,748.046,744.286,747.667,738.315,747.086,2952028.0,1292418.605,0.4273627112678535
118,20050705,747.086,743.722,745.983,736.237,741.205,3806804.0,2319025.347,0.9021022311395157
119,20050706,741.205,742.138,744.075,732.471,734.768,2857625.0,1531219.284,0.916193956297521
120,20050707,734.768,733.871,739.208,731.648,735.554,2444907.0,1122976.414,0.9466658779574786
121,20050708,735.554,733.929,733.929,725.371,727.556,2627786.0,1283627.553,0.9873859386208466
122,20050711,727.556,734.719,744.93,725.58,726.905,3297888.0,1566829.12,0.9992442590669128
123,20050712,726.905,724.164,756.252,721.854,753.06,7264520.0,3661268.958,0.9431161279186373
124,20050713,753.06,751.889,754.098,745.844,748.55,3964952.0,1998032.032,0.844062676415108
125,20050714,748.55,746.671,759.27,745.073,753.639,4195496.0,2139333.848,0.8623810192890957
126,20050715,753.639,752.865,757.788,744.927,748.519,3338828.0,1618061.653,0.8382384316909182
127,20050718,748.519,746.768,750.755,743.132,746.921,2937647.0,1361770.598,0.821910032137314
128,20050719,746.921,745.291,752.144,743.536,747.485,3156551.0,1507667.753,0.8097467104400318
129,20050720,747.485,747.585,755.664,744.988,753.546,3900027.0,1821115.017,0.7955973228191029
130,20050721,753.546,753.448,757.38,750.74,756.981,3574120.0,1853936.105,0.8263920559397506
131,20050722,756.981,761.123,774.805,756.326,768.724,10027352.0,4799998.17,0.8103405980259275
132,20050725,768.724,767.302,770.329,764.159,764.647,4065982.0,2123323.104,0.808731033270055
133,20050726,764.647,764.598,785.239,764.598,780.753,9982260.0,4586133.637,0.7450536586211882
134,20050727,780.753,781.079,792.737,780.448,792.489,7873262.0,3641296.869,0.8629690762093318
135,20050728,792.489,792.546,797.395,787.864,789.853,7084350.0,3451296.91,0.9116833604847621
136,20050729,789.853,788.737,792.452,785.785,788.632,5635019.0,2400946.824,0.9223854762630737
137,20050801,788.632,788.217,796.523,786.878,789.996,4227431.0,1898200.604,0.8755193386365301
138,20050802,789.996,790.306,797.527,787.818,797.348,4606458.0,2153594.895,0.8760610620505069
139,20050803,797.348,798.392,805.123,797.049,797.744,7745970.0,3492760.896,0.8651660722617498
140,20050804,797.744,796.072,798.529,792.622,795.145,4620920.0,1988638.928,0.8524539379493259
141,20050805,795.145,798.202,812.655,797.884,812.329,6853864.0,3675673.14,0.8339516247837722
142,20050808,812.329,814.123,818.977,811.362,812.722,6508898.0,3370386.224,0.9751099973540276
143,20050809,812.722,811.904,815.124,806.511,814.611,5508797.0,2838443.461,0.9768464701412096
144,20050810,814.611,814.675,822.242,812.884,822.164,7003216.0,3289040.497,0.9655522082260513
145,20050811,822.164,822.571,832.892,821.714,832.238,9549257.0,4770407.972,0.9694560003170354
146,20050812,832.238,833.955,834.985,817.79,822.329,10085244.0,4885669.416,0.958306521711294
147,20050815,822.329,832.149,839.868,826.455,839.512,9933655.0,5518804.501,0.9658026901803058
148,20050816,839.512,840.066,842.841,824.45,828.229,8278171.0,4600222.76,0.9892357544747696
149,20050817,828.229,828.223,834.029,817.846,833.838,7151731.0,3798211.137,1.0030198428679755
150,20050818,833.838,841.703,843.322,812.014,814.291,15465823.0,7564720.352,1.0419859771530149
151,20050819,814.291,813.113,820.779,809.222,817.685,8313833.0,3980049.571,1.075065633396501
152,20050822,817.685,819.357,824.773,814.638,823.083,8259903.0,4150542.403,1.173640929488672
153,20050823,823.083,823.195,823.448,811.138,818.053,6462631.0,3179673.176,1.1916800219350738
154,20050824,818.053,818.189,830.538,818.189,825.453,7428816.0,3646750.937,1.2238801654316087
155,20050825,825.453,825.547,828.738,816.436,823.576,6891055.0,3340115.541,1.1761083186206869
156,20050826,823.576,823.762,825.001,817.869,822.197,5969516.0,2841920.883,1.2142301875558958
157,20050829,822.197,821.791,822.49,808.49,811.312,5781239.0,2788725.309,1.203157824600395
158,20050830,811.312,809.977,814.562,807.442,809.063,4130860.0,1960544.324,1.1574149809274348
159,20050831,809.063,809.555,817.51,806.577,816.755,3929366.0,2031461.42,1.0558714598269319
160,20050901,816.755,817.229,828.971,814.598,827.9,6638056.0,3329067.089,1.1903125690344503
161,20050902,827.9,829.244,831.664,825.678,829.463,5531768.0,2795105.229,1.1874143247323037
162,20050905,829.463,829.773,832.454,823.365,829.341,5762091.0,2714440.426,0.8929114057565055
163,20050906,829.341,829.55,830.052,815.152,815.753,6135587.0,3176387.532,0.883319670238528
164,20050907,815.753,815.033,825.599,812.989,825.118,5939641.0,3102557.081,0.9304861346975892
165,20050908,825.118,826.648,830.672,822.118,827.116,7123565.0,3906819.921,0.9080939582271599
166,20050909,827.116,827.0,832.116,820.943,823.639,5484767.0,2714519.055,0.8291388105453734
167,20050912,823.639,824.441,826.055,818.965,821.978,3894781.0,1957629.102,0.7342766265185681
168,20050913,821.978,821.542,830.345,819.601,829.92,5185633.0,2438424.552,0.6031113798522334
169,20050914,829.92,831.193,834.265,828.165,834.013,6734940.0,3366341.853,0.7635766319269113
170,20050915,834.013,834.444,834.999,831.063,833.509,5019059.0,2509809.041,0.8153433874173217
171,20050916,833.509,833.56,834.972,828.635,830.621,4267717.0,2179638.417,0.6936972577659652
172,20050919,830.621,831.04,832.566,828.222,831.569,4474206.0,2482396.305,0.7228646790363484
173,20050920,831.569,832.218,833.1,824.093,827.266,5807454.0,2849099.223,0.6790368122017636
174,20050921,827.266,827.009,827.009,810.106,811.135,6779820.0,3212568.018,0.7270942532986009
175,20050922,811.135,808.892,809.352,789.936,796.939,6373339.0,3180658.135,0.6499112197264383
176,20050923,796.939,796.09,800.678,791.514,793.163,3681381.0,1859362.222,0.6585276204925314
177,20050926,793.163,793.307,796.475,790.442,793.73,3266694.0,1723709.908,0.7102097522570574
178,20050927,793.73,793.714,796.371,781.126,782.235,3995392.0,2078401.581,0.8384164071094276
179,20050928,782.235,781.727,787.857,780.765,782.998,3096059.0,1629223.575,0.8438209345264429
180,20050929,782.998,784.151,792.711,784.151,792.251,4611854.0,2227871.095,0.9041931728162513
181,20050930,792.251,792.788,794.936,789.688,793.652,2782926.0,1427884.263,0.9253418344371287
182,20051010,793.652,792.759,793.809,787.041,787.748,2241973.0,1137788.009,0.9304488961001489
183,20051011,787.748,787.274,796.379,785.742,796.071,2204381.0,1167697.592,0.9447386354086031
184,20051012,796.071,796.045,797.971,791.727,795.324,3957832.0,2252258.695,0.927385616899846
185,20051013,795.324,795.053,797.594,787.824,788.361,3626515.0,2097107.342,0.944749378984076
186,20051014,788.361,788.398,790.793,775.308,777.492,3195982.0,1773646.714,0.90970791325564
187,20051017,777.492,776.262,777.245,765.707,769.321,3912253.0,1946012.129,0.9134955108475156
188,20051018,769.321,769.572,773.775,767.141,771.448,4581334.0,2220501.075,0.9132150218849002
189,20051019,771.448,771.037,777.751,767.653,769.682,3790934.0,1823896.316,0.9546775170084505
190,20051020,769.682,768.619,774.055,764.426,773.676,3470598.0,1732261.875,0.9673040492013794
191,20051021,773.676,773.522,777.857,770.806,774.058,4146275.0,2004008.541,1.0029574308194906
192,20051024,774.058,774.581,774.581,767.041,771.154,5040261.0,2281164.973,1.0769681637675976
193,20051025,771.154,771.019,771.374,763.786,765.029,4252178.0,2072605.262,0.9938725984695438
194,20051026,765.029,763.119,763.119,747.002,749.125,5422567.0,2415615.353,0.9697004721678724
195,20051027,749.125,747.505,753.734,744.08,751.261,5380312.0,2493844.674,0.8784175835433636
196,20051028,751.261,751.21,756.157,742.228,749.964,5045932.0,2218747.204,0.8792431074948617
197,20051031,749.964,749.192,761.79,747.727,759.239,4863889.0,2100633.058,0.8825030852386497
198,20051101,759.239,758.268,759.531,748.721,757.053,3423567.0,1623590.431,0.8713417918042072
199,20051102,757.053,757.927,768.098,757.927,762.938,4612656.0,2010973.294,0.8923764192519537
200,20051103,762.938,763.06,767.118,753.535,755.777,4956626.0,2290128.545,0.9527634157681222
201,20051104,755.777,755.543,760.343,753.547,758.924,3337208.0,1637186.549,0.8991654974680068
202,20051107,758.924,758.45,758.729,749.212,754.201,2738298.0,1337065.263,0.9013689309858459
203,20051108,754.201,753.323,759.667,749.392,758.322,3538182.0,1533887.018,0.9139352446363054
204,20051109,758.322,758.505,763.737,755.299,756.171,4684700.0,2128667.459,0.888851793924422
205,20051110,756.171,756.21,756.562,745.048,746.352,3901463.0,1743964.1,0.8072732979061454
206,20051111,746.352,745.173,748.517,740.094,746.45,3132113.0,1369896.022,0.8182032320898314
207,20051114,746.45,746.057,746.993,740.978,743.345,1909156.0,837873.549,0.8937628325654217
208,20051115,743.345,743.366,748.555,737.438,739.234,2856562.0,1394150.726,0.8542714473569113
209,20051116,739.234,739.069,744.169,733.032,744.138,3101622.0,1438925.183,0.914001165503544
210,20051117,744.138,743.8,745.971,739.579,743.799,2918399.0,1229085.087,0.9019451507520664
211,20051118,743.799,743.926,765.042,743.303,760.566,6702009.0,3095545.705,0.9567540462090136
212,20051121,760.566,758.234,760.822,754.985,758.555,4651110.0,1908845.526,0.9422582049642276
213,20051122,758.555,758.42,758.42,747.259,747.307,4910246.0,1868941.339,0.9266117283622615
214,20051123,747.307,746.395,755.53,744.405,754.156,5223614.0,1815135.104,0.9085464467245927
215,20051124,754.156,753.435,765.618,752.713,761.662,7838338.0,3107948.244,0.954949670369559
216,20051125,761.662,761.554,766.787,758.455,766.678,7782026.0,2913015.334,0.9891923293155891
217,20051128,766.678,765.27,770.842,760.213,762.905,5273204.0,2133708.554,0.9321886702131348
218,20051129,762.905,761.923,763.098,753.917,755.293,4527584.0,1763663.524,0.951676902066712
219,20051130,755.293,754.487,759.962,751.9,759.633,4132642.0,1769678.041,0.9203688718346079
220,20051201,759.633,759.346,763.651,756.526,758.936,3244926.0,1495920.542,0.9424487562506307
221,20051202,758.936,758.69,762.603,753.38,757.021,3821218.0,1770303.121,0.87742693837723
222,20051205,757.021,756.037,756.065,750.178,751.353,3803362.0,1688297.948,0.9510892659968757
223,20051206,751.353,750.156,762.003,748.013,760.202,5008981.0,2331706.362,0.8320762974444769
224,20051207,760.202,760.014,767.714,758.673,767.543,4593752.0,2118098.167,0.9343908050296625
225,20051208,767.543,767.782,772.741,762.462,765.555,4112508.0,2016711.76,0.961235233712828
226,20051209,765.555,765.247,777.649,762.986,777.031,5037545.0,2349406.691,0.8292733090188911
227,20051212,777.031,776.193,777.464,772.611,774.709,3465475.0,1743956.02,0.9474075032422178
228,20051213,774.709,774.064,774.8,767.612,773.589,3729903.0,1847858.821,0.8768467343792281
229,20051214,773.589,773.038,780.694,768.634,778.494,5053779.0,2611225.129,0.7727508975917772
230,20051215,778.494,778.474,784.175,777.1,778.233,6170657.0,2814602.66,0.8886621992843047
231,20051216,778.233,777.93,782.856,776.014,782.04,4213598.0,1952211.758,0.8928683643300328
232,20051219,782.04,781.931,783.481,777.861,781.804,3496177.0,1572123.568,0.8846620306252859
233,20051220,781.804,781.496,787.234,779.901,787.234,3923968.0,1867567.293,0.8730847731048108
234,20051221,787.234,787.058,791.636,783.036,783.984,3920170.0,1934272.452,0.892122512954872
235,20051222,783.984,783.155,788.454,781.937,787.388,3084027.0,1589421.18,0.9260922036080181
236,20051223,787.388,788.103,791.651,786.766,791.441,4344149.0,2048038.184,0.9137586810733662
237,20051226,791.441,791.388,798.339,790.985,795.559,5825367.0,2845016.018,0.8792402263729766
238,20051227,795.559,796.656,797.023,790.399,792.155,4880138.0,2351807.281,0.8707617624457367
239,20051228,792.155,792.094,793.65,787.871,793.54,5256192.0,2500006.029,0.8780041305261914
240,20051229,793.54,793.316,802.101,793.12,801.899,6946292.0,3468721.998,0.8798784595351812
241,20051230,801.899,804.057,804.61,793.77,796.396,7204531.0,3754507.553,0.8440755266868756
242,20060104,796.396,801.413,812.843,800.214,812.597,9973073.0,5495885.38,0.929834924947194
243,20060105,812.597,815.47,829.087,813.247,827.836,11536327.0,6274597.087,1.0162726870259924
244,20060106,827.836,828.878,842.692,824.53,836.895,12112499.0,6483148.08,1.0927249590915942
245,20060109,836.895,837.76,841.132,832.33,838.292,9037866.0,4933678.764,1.1954305090340949
246,20060110,838.292,837.944,838.85,826.965,838.563,8754121.0,5035340.982,1.123581654380061
247,20060111,838.563,837.971,842.062,829.321,832.276,9125046.0,5018799.469,1.1269691307808145
248,20060112,832.276,830.694,837.974,827.496,836.579,6447275.0,3271603.287,1.1465500704221245
249,20060113,836.579,838.376,840.678,828.338,831.136,6744537.0,3527432.891,1.1354212215897208
250,20060116,831.136,830.478,830.478,814.57,814.891,6985723.0,3505395.845,1.1374950017746315
251,20060117,814.891,813.88,819.952,813.122,818.355,5350481.0,2794019.582,1.12131629928695
252,20060118,818.355,818.029,836.205,817.542,835.15,7434485.0,3735509.7,1.124236889533453
253,20060119,835.15,835.932,842.74,830.581,840.591,8913612.0,4245242.674,1.1531184387360272
254,20060120,840.591,840.089,844.43,836.678,840.376,8711861.0,4201753.739,1.1131349169634173
255,20060123,840.376,840.962,843.093,835.674,840.128,7109687.0,3482126.238,1.1095674052034337
256,20060124,840.128,841.729,843.778,834.749,838.46,7490155.0,4664090.011,1.0543874259437063
257,20060125,838.46,838.195,847.161,837.47,846.989,6843001.0,3729054.517,1.0015678075851309
258,20060206,846.989,849.51,861.426,849.371,861.07,9209656.0,4676352.364,0.9351501134365323
259,20060207,861.07,861.666,863.964,848.494,856.669,11633911.0,6180448.799,0.9001707736314799
260,20060208,856.669,856.937,863.445,854.171,862.575,11398788.0,5653861.355,0.9067306526451979
261,20060209,862.575,862.049,862.049,848.781,850.802,8617234.0,4117262.935,0.8827882706658556
262,20060210,850.802,850.932,860.296,848.432,859.97,6805958.0,3560998.015,0.9578066828834757
263,20060213,859.97,862.487,863.209,852.592,859.598,6257763.0,3342150.585,1.0120654822741724
264,20060214,859.598,859.974,863.074,857.158,862.648,4738596.0,2554083.964,0.9896712084310657
265,20060215,862.648,865.223,872.414,864.769,868.021,9490856.0,4782417.174,0.9424147880655731
266,20060216,868.021,869.129,869.13,854.08,856.05,9145743.0,4806376.697,0.9170677583716582
267,20060217,856.05,855.701,864.623,853.147,857.994,6883400.0,3773933.054,0.9389277738403718
268,20060220,857.994,858.652,865.687,856.76,857.973,5705999.0,3048679.226,0.9507930789761732
269,20060221,857.973,857.65,872.739,854.364,872.565,9334674.0,5034637.283,0.9779792580851074
270,20060222,872.565,873.373,878.225,868.162,870.097,10029996.0,5093874.591,0.9294610058718433
271,20060223,870.097,870.508,877.895,866.759,877.654,6490820.0,3543910.038,1.0563821245528562
272,20060224,877.654,878.106,883.02,877.4,882.777,6475498.0,3577469.455,1.0319286088113415
273,20060227,882.777,893.211,894.829,886.829,887.616,10980055.0,6155730.931,0.9489995227121124
274,20060228,887.616,886.789,893.493,874.692,892.904,7542235.0,4271423.456,0.9189213649142864
275,20060301,892.904,893.49,897.103,891.213,895.626,7280151.0,3979255.423,0.9422516390132571
276,20060302,895.626,890.67,891.765,873.27,876.621,9098945.0,5175364.042,0.8979355245086555
277,20060303,876.621,876.433,880.834,869.84,880.371,8416669.0,4673736.777,0.9349316017789135
278,20060306,880.371,880.11,884.214,876.616,879.33,7692508.0,3694547.996,0.9343461017961285
279,20060307,879.33,879.289,879.326,860.451,861.865,7378372.0,3788534.627,0.920704245501808
280,20060308,861.865,860.122,862.104,852.234,859.32,6754091.0,3483841.758,0.9051561086610225
281,20060309,859.32,856.308,859.941,852.086,853.381,4513320.0,2610167.267,0.9276945379195398
282,20060310,853.381,853.944,860.491,853.477,857.143,4201121.0,2456991.366,0.8612719351328817
283,20060313,857.143,857.208,864.946,856.743,863.677,4042034.0,2206738.716,0.9041247329730044
284,20060314,863.677,864.448,866.022,855.817,860.874,4275559.0,2243194.489,0.9582084514536877
285,20060315,860.874,860.704,868.582,859.807,868.324,5019333.0,2754142.141,0.9235739702049806
286,20060316,868.324,868.068,869.1,864.497,865.722,5212405.0,2868193.252,0.9527136031959662
287,20060317,865.722,865.245,866.943,859.3,863.267,5156161.0,2692276.892,0.9320306192968615
288,20060320,863.267,863.558,875.547,858.96,875.126,5837754.0,3087384.378,0.9935237334490612
289,20060321,875.126,875.016,881.282,872.892,875.232,6195650.0,3313542.996,0.9244331733969124
290,20060322,875.232,875.096,876.517,869.65,875.823,5030650.0,2633507.561,0.9711041365166571
291,20060323,875.823,875.338,875.924,869.075,875.108,6528492.0,3510599.876,0.9770253336210648
292,20060324,875.108,874.706,876.52,867.924,869.439,6442295.0,3399865.45,1.0252220290281273
293,20060327,869.439,869.537,872.557,864.392,872.557,5923461.0,3201640.577,0.9689521729270409
294,20060328,872.557,872.755,877.292,871.392,874.773,6384208.0,3370833.936,1.0073736467535594
295,20060329,874.773,879.918,891.019,878.748,885.291,11032530.0,6064720.683,0.9347569665597524
296,20060330,885.291,885.15,889.37,877.413,877.781,7282054.0,4072285.759,0.9442406718616816
297,20060331,877.781,876.27,879.552,873.594,878.366,6696754.0,3547835.669,0.9968350577338754
298,20060403,878.366,879.544,891.598,879.544,891.556,7806568.0,4502396.15,0.9462276912469658
299,20060404,891.556,892.404,901.04,890.905,900.84,9608057.0,5563671.014,1.044235755234693
300,20060405,900.84,901.675,908.068,900.666,906.301,9560866.0,5425445.423,1.0367699583344177
301,20060406,906.301,907.148,910.536,900.361,901.647,9776176.0,5743301.137,0.9843937841626094
302,20060407,901.647,901.485,903.174,891.389,897.312,9004836.0,4999448.462,0.9833219795707713
303,20060410,897.312,898.005,909.528,896.142,909.281,8680735.0,4927134.557,1.0300259772967593
304,20060411,909.281,909.915,916.267,906.149,912.391,10126045.0,5893687.469,1.050663695375647
305,20060412,912.391,912.68,914.102,907.813,908.948,7866846.0,4457305.917,1.0307945576858302
306,20060413,908.948,908.253,911.466,891.545,892.133,8967079.0,4850927.375,0.9864906253884467
307,20060414,892.133,889.757,910.818,889.757,910.633,10547150.0,5442625.885,1.065310747862327
308,20060417,910.633,915.535,924.955,908.705,921.21,14029486.0,6715727.435,1.0518124029824256
309,20060418,921.21,924.927,931.959,916.762,927.478,11034040.0,5443406.881,1.103225758792295
310,20060419,927.478,932.469,937.045,922.806,930.833,12514289.0,6707823.946,1.0882044928767538
311,20060420,930.833,931.444,934.447,916.937,922.05,12381211.0,6873218.79,1.0795089059454313
312,20060421,922.05,921.865,942.234,919.458,939.873,13881640.0,7633540.106,1.1058454445700825
313,20060424,939.873,949.675,955.869,933.853,940.902,16392602.0,9304368.197,1.0961479494496462
